Transect 2.4   Atwell Gulch_108,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
2462,95.12,143,13,0.3,10.7,,,,,,growth of E,,,,,,,,,95.12,0,0
2463,95.13,143,13,0.3,10.7,,,,,,in from .05,,,,,,,,,95.13,0,0
3019,95.14,143,13,0.3,10.7,0,0,0,0,,13 cm NE of tag,,,,,,,,,95.14,,
2853,95.15,143,13,0.3,10.7,,,,,,tag 14.5cm SSW,,,,,,,,,95.15,0,0
2231,2,143,13,0.3,26.1,,,,,,,,,,,,,,,2,0,0
3020,519,143,13,0.68,34.4,5.2,4.6,0,0,,12 cm N of tag,,,,,,,,,519,,
3021,552.01,143,13,0.35,35.2,10.1,6.8,0,0,,20 N of tag,,,,,,,,,552.01,,
3022,552.02,143,13,0.35,35.2,9.4,6.4,0,0,,20 NW of tag,,,,,,,,,552.02,,
3023,552.03,143,13,0.35,35.2,0,0,0,0,,37 E of tag,,,,,,,,,552.03,,
3024,552.04,143,13,0.35,35.2,0,0,0,0,,39 E of tag,,,,,,,,,552.04,,
3025,148,143,13,0.3,89.2,2.6,3.9,0,0,,11 S of tag,,,,,,,,,148,,
NEW,,143,13,,,,,,,,,,,,,,,,,,,
NEW,,143,13,,,,,,,,,,,,,,,,,,,
NEW,,143,13,,,,,,,,,,,,,,,,,,,
NEW,,143,13,,,,,,,,,,,,,,,,,,,
NEW,,143,13,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 1   Oil Pad,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
1085,219,108,1,0.4,1.3,0,0,0,0,,E of tag,,,,,,,,,219,0,0
2232,219.01,108,1,0.4,1.3,0,0,0,0,,S of tag,,,,,,,,,219.01,0,0
2464,219.02,108,1,0.4,1.3,0,0,0,0,,tag 10cm NNW,,,,,,,,,219.02,0,0
2465,219.03,108,1,0.4,1.3,0,0,0,0,,tag 10cm N ,,,,,,,,,219.03,0,0
2466,219.04,108,1,0.4,1.3,0,0,0,0,,,,,,,,,,,219.04,0,0
2233,1254,108,1,0.6,2.2,1.4,0.8,0,0,,"tag 9cm N, 10.5 N",not found,,,,,,,,1254,0,0
1086,254,108,1,0.38,3.35,10.8,9.1,11,9.8,,tag 20cm NE,,,,,,,,,254,0,0
3483,254.01,108,1,0.38,3.35,0,0,0,0,,14 cm E to tag closest to 254,,,,,,,,,254.01,,
3484,254.02,108,1,0.38,3.35,0,0,0,0,,"14 cm NE to tag, farther from 254",,,,,,,,,254.02,,
3485,254.03,108,1,0.38,3.35,2.9,0.9,0,0,,15 cm NE to tag,,,,,,,,,254.03,,
3486,254.04,108,1,0.38,3.35,1.9,0.6,0,0,,16cm NE to tag,,,,,,,,,254.04,,
3487,254.05,108,1,0.38,3.35,0,0,0,0,,"16.5 cm NE to tag, closest to 254, 17cm",,,,,,,,,254.05,,
3488,254.06,108,1,0.38,3.35,0,0,0,0,,17cm NE to tag,,,,,,,,,254.06,,
3489,254.07,108,1,0.38,3.35,0,0,0,0,,17.5 cm NE to tag,,,,,,,,,254.07,,
1087,223,108,1,0.4,6.9,0,0,0,0,,,,,,,,,,,223,0,0
1088,212,108,1,0.15,7.2,0,0,0,0,,in atriplex,,,,,,,,,212,0,0
NEW,,108,1,,,,,,,,,,,,,,,,,,,
NEW,,108,1,,,,,,,,,,,,,,,,,,,
NEW,,108,1,,,,,,,,,,,,,,,,,,,
NEW,,108,1,,,,,,,,,,,,,,,,,,,
NEW,,108,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 2   Oil Pad,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
1286,272,109,2,-0.05,3.2,0,0,0,0,,"closest to tag W (nail in transect 1), tag 17cm NW",,,,,,,,,272,0,0
1287,272.01,109,2,-0.05,3.2,0,0,0,0,,"closest to tag - E (nail in transect 1), tag 20cm NW",,,,,,,,,272.01,0,0
2234,272.02,109,2,-0.05,3.2,0,0,0,0,,"E side of E plant, 5o'c, tag 23cm NW",,,,,,,,,272.02,0,0
2235,272.03,109,2,-0.05,3.2,0,0,0,0,,"E side of E plant, 4o'c",,,,,,,,,272.03,0,0
2236,272.04,109,2,-0.05,3.2,0,0,0,0,,"E side of E plant, 3o'c",,,,,,,,,272.04,0,0
2237,272.05,109,2,-0.05,3.2,0,0,0,0,,"E side of E plant, N of 3o'c, tag 19cm WNW",,,,,,,,,272.05,0,0
1089,245,109,2,0.71,7.8,0,0,0,0,,tag 10 cm N,,,,,,,,,245,0,0
3026,245.01,109,2,0.71,7.8,3.3,3.2,0,0,,tag 7 cm NW at base of mama,dead,,,,,,,,245.01,,
NEW,,109,2,,,,,,,,,,,,,,,,,,,
NEW,,109,2,,,,,,,,,,,,,,,,,,,
NEW,,109,2,,,,,,,,,,,,,,,,,,,
NEW,,109,2,,,,,,,,,,,,,,,,,,,
NEW,,109,2,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 3   Oil Pad,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
2655,462,110,3,0.86,3.55,0,0,0,0,,tag 10cm N,not found,,,,,,,,462,0,0
2656,462.01,110,3,0.86,3.55,2.1,0.9,0,0,,tag 19cm NNE ; 22 cm NE,not found,,,,,,,,462.01,0,0
3818,462.02,110,3,0.86,3.55,1.7,1,0,0,,tag 22.5 NE,not found,,,,,,,,462.02,,
3819,462.03,110,3,0.86,3.55,1.9,1.1,0,0,,tag 24 NE,not found,,,,,,,,462.03,,
3820,462.04,110,3,0.86,3.55,2.6,1,0,0,,tag 25 NE,not found,,,,,,,,462.04,,
3821,462.05,110,3,0.86,3.55,1.6,0.8,1.9,0.8,,tag 28 NE,,,,,,,,,462.05,,
3822,462.06,110,3,0.86,3.55,1.6,0.7,1.5,0.4,,tag 29.5 NE,,,,,,,,,462.06,,
1090,205,110,3,0.99,4.5,0,0,0,0,,tag 13cm N,,,,,,,,,205,0,0
1091,246,110,3,0.36,4.7,,,,,,tag in grass,,,,,,,,,246,0,0
2468,246.01,110,3,0.36,4.7,5.7,6.4,5,6.5,,"tag in grass, tag 3cm N",in grass,,,,,,,,246.01,0,0
1092,238,110,3,0.08,5.2,0,0,0,0,,"largest, 8 minis tag side, 1 NE side, tag 14cm NNW",,,,,,,,,238,0,0
1093,238.01,110,3,0.08,5.2,0,0,0,0,,"S side, biggest, 2nd from plnt",,,,,,,,,238.01,0,0
1094,238.02,110,3,0.08,5.2,1.6,0.8,0,0,,"tag 9cm WNW, tag 8 N ",,,,,,,,,238.02,0,0
1095,238.03,110,3,0.08,5.2,0,0,0,0,,"next E, S side, furthest from plant",,,,,,,,,238.03,0,0
1096,238.04,110,3,0.08,5.2,3.2,2,0,0,,"furthest E of south clump, moss around ; 12 cm NW to tag",,,,,,,,,238.04,0,0
2238,238.05,110,3,0.08,5.2,0,0,0,0,,"4o'c, tag 17cm WNW, 16.5 NW",,,,,,,,,238.05,0,0
2239,238.06,110,3,0.08,5.2,0,0,0,0,,"2o'c (if tag N), tag 10cm N, tag 10cm NW",,,,,,,,,238.06,0,0
2240,238.07,110,3,0.08,5.2,0,0,0,0,,"1o'c, closest to primary, tag 9cm WNW",,,,,,,,,238.07,0,0
2241,238.08,110,3,0.08,5.2,2.3,0.7,0,0,,"1o'c (furthest from primary), tag 9cm WNW, tag 9.5cm N)",,,,,,,,,238.08,0,0
2242,238.09,110,3,0.08,5.2,1.3,1.5,0,0,, tag 8cm NW ; 7 cm NW,,,,,,,,,238.09,0,0
2243,238.1,110,3,0.08,5.2,2.2,1.7,0,0,, tag 8.5 NNW,,,,,,,,,238.1,0,0
2244,238.11,110,3,0.08,5.2,3.9,2.5,0,0,," tag 11cm N, 12 North",,,,,,,,,238.11,0,0
2467,238.12,110,3,0.08,5.2,2.6,1.7,0,0,,"tag 9cm W, 9.5 NW further E ; 8.5 NW",,,,,,,,,238.12,0,0
2657,238.13,110,3,0.08,5.2,4.8,3,0,0,, tag 18 NW ; 16.5 NW,,,,,,,,,238.13,0,0
2658,238.14,110,3,0.08,5.2,2.6,1.8,0,0,,"tag 10cm NW, farthest NE",,,,,,,,,238.14,0,0
2854,238.15,110,3,0.08,5.2,1.7,1.7,0,0,,"tag 20cm NNW, 16 NW; 17 NW",,,,,,,,,238.15,0,0
3823,238.16,110,3,0.08,5.2,3.8,1.5,3.7,2.8,,19 cm NW to tag,,,,,,,,,238.16,,
3824,238.17,110,3,0.08,5.2,1,0.6,0,0,,"7 cm NW to tag, next to 238.02",,,,,,,,,238.17,,
NEW,,110,3,,,,,,,,,,,,,,,,,,,
NEW,,110,3,,,,,,,,,,,,,,,,,,,
NEW,,110,3,,,,,,,,,,,,,,,,,,,
NEW,,110,3,,,,,,,,,,,,,,,,,,,
NEW,,110,3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 4   Oil Pad,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
1097,629,111,4,0.73,0.01,7.8,6.1,5.7,5.7,,"closest to tag, tag 13cm N",,,,,,,,,629,0,0
1098,629.01,111,4,0.73,0.01,5.6,6.8,6.2,5.5,,tag 17cm NNW,,,,,,,,,629.01,0,0
2659,629.02,111,4,0.73,0.01,0,0,0,0,,tag 17cm W,,,,,,,,,629.02,0,0
2660,464,111,4,0.36,3.55,7,7.5,7.6,7,,"tag 10cm SW, in grass, tag 14cm to center of plant",,,,,,,,,464,0,0
2661,464.01,111,4,0.36,3.55,6.9,7,6.5,6.2,,"tag 17cm SW, in grass, tag 21cm to center plant",,,,,,,,,464.01,0,0
2662,464.02,111,4,0.36,3.55,8.6,7,7.5,6.2,,"tag 21cm SW, in grass, tag 23cm to center of plant",,,,,,,,,464.02,0,0
1100,631.01,111,4,0.28,6.65,,,,,,"sw of primary, in center, surrounded by rest, tag 10cm N",,,,,,,,,631.01,0,0
1101,631.02,111,4,0.28,6.65,,,,,,"between first 2, western, tag 7cm N",,,,,,,,,631.02,0,0
1102,631.03,111,4,0.28,6.65,,,,,," E of largest, tag 11cm NNW",,,,,,,,,631.03,0,0
1103,631.04,111,4,0.28,6.65,,,,,,"furthest S, tag 14cm N",,,,,,,,,631.04,0,0
2663,631.05,111,4,0.28,6.65,,,,,,"tag 16cm, largest",,,,,,,,,631.05,0,0
1083,764.03,111,4,0.85,9.15,6.1,6,0,0,,tag is 9cm NW of nail ; tag SE 4 cm; tag 6cm SE,,,,,,,,,764.03,101,0
3490,764.06,111,4,0.85,9.15,,,9.2,9.6,,tag 15cm SE; tag 16cm S,,,,,,,,,764.06,,
3947,764.07,111,4,0.85,9.15,,,4,6.1,,tag 8cm S,,,,,,,,,764.07,,
3948,764.08,111,4,0.85,9.15,,,4.8,7.1,,tag 13cm ESE,,,,,,,,,764.08,,
3949,764.09,111,4,0.85,9.15,,,6.4,8.2,,tag 35cm SE,,,,,,,,,764.09,,
3825,627,111,4,0.05,10,19,12,22,11,,,,,,,,,,,627,,
2469,12,111,4,0,14.1,4.8,6.5,5,4.3,,"tag 12cm N, 11cm NNW",,,,,,,,,12,0,0
3491,12.01,111,4,0,14.1,,,,,,tag 8cm N,,,,,,,,,12.01,,
1105,633,111,4,0.08,17.45,16,9.4,18,8.4,,"next to dead one, tag 14cm N",,,,,,,,,633,0,0
3323,633.01,111,4,0.08,17.45,0,0,0,0,,tag 22cm NW,,,,,,,,,633.01,,
3324,633.02,111,4,0.08,17.45,,,,,,tag 21 cm NW,,,,,,,,,633.02,,
3325,633.03,111,4,0.08,17.45,,,,,,tag 20 cm NNW,,,,,,,,,633.03,,
3492,633.04,111,4,0.08,17.45,,,,,,tag 18 cm NNW,,,,,,,,,633.04,,
NEW,,111,4,,,,,,,,,,,,,,,,,,,
NEW,,111,4,,,,,,,,,,,,,,,,,,,
NEW,,111,4,,,,,,,,,,,,,,,,,,,
NEW,,111,4,,,,,,,,,,,,,,,,,,,
NEW,,111,4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 5   Oil Pad,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
1110,227,112,5,0.78,4.42,0,0,0,0,,tag 17cm N,,,,,,,,,227,0,0
1111,227.01,112,5,0.78,4.42,,,,,,"1o'c from tag, tag 11cm N",,,,,,,,,227.01,0,0
1112,227.02,112,5,0.78,4.42,,,,,,2o'c,,,,,,,,,227.02,0,0
2248,227.03,112,5,0.78,4.42,,,,,,closest tag,,,,,,,,,227.03,0,0
2471,227.04,112,5,0.78,4.42,,,,,,0.416666667,,,,,,,,,227.04,0,0
2665,227.05,112,5,0.78,4.42,2.3,3.7,4.3,3.5,,tag 24.5cm NNE,,,,,,,,,227.05,0,0
3826,227.06,112,5,0.78,4.42,1.9,1.1,2.6,0.8,,tag NE 28 cm,,,,,,,,,227.06,,
3827,227.07,112,5,0.78,4.42,0.9,0.6,0,0,,tag SW 7 cm,,,,,,,,,227.07,,
3950,227.08,112,5,0.78,4.42,,,2,0.8,,tag 24.5cm SW,,,,,,,,,227.08,,
1113,210,112,5,0.19,4.45,12,8.8,12.6,8.6,,,,,,,,,,,210,0,0
3951,325.03,112,5,0.5,10,,,5.5,6.1,,"tag 35.5cm NE, branch on S side of mother plant",,,,,,,,,325.03,,
3952,325.04,112,5,0.5,10,,,6.8,5.5,,tag 16.5cm E between mother and 325.02,,,,,,,,,325.04,,
1107,207,112,5,0.08,13.36,21.5,13,23,11.1,,tag 20cm N,,,,,,,,,207,0,0
1108,207.01,112,5,0.08,13.36,,,,,,between primary and tag,,,,,,,,,207.01,0,0
1106,201,112,5,0.11,15.82,11.1,8.8,0,0,,"tag SE of plant, 12cm",,,,,,,,,201,0,0
NEW,,112,5,,,,,,,,,,,,,,,,,,,
NEW,,112,5,,,,,,,,,,,,,,,,,,,
NEW,,112,5,,,,,,,,,,,,,,,,,,,
NEW,,112,5,,,,,,,,,,,,,,,,,,,
NEW,,112,5,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 6   Oil Pad,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
1114,230,113,6,0.1,0.3,0,0,0,0,,"763, tag 17cm N",,,,,,,,,230,0,0
1115,242,113,6,0.56,0.78,8.6,8,7,7.7,,"762, tag 10cm N",,,,,,,,,242,0,0
1116,256,113,6,-0.1,2.13,,,,,,"761, minis W side, tag 13cm NW",,,,,,,,,256,0,0
2472,256.01,113,6,-0.1,2.13,,,,,,"3 o'c   2 cm, tag 13cm WSW",,,,,,,,,256.01,0,0
2473,256.02,113,6,-0.1,2.13,,,,,,"3 o'c   6 cm, tag 17cm SW",,,,,,,,,256.02,0,0
2474,256.03,113,6,-0.1,2.13,2.2,3.2,2.5,4,,"8 o'c, tag 19W",,,,,,,,,256.03,0,0
2666,256.04,113,6,-0.1,2.13,1.1,1,0,0,,"8 o'c to 10 o'c, tag 11cm NW",DEAD,,,,,,,,256.04,0,0
2667,256.05,113,6,-0.1,2.13,,,,,,11 o'c to 12 o'c,,,,,,,,,256.05,0,0
3326,256.06,113,6,-0.1,2.13,,,,,,"tag is 19cm W, close to tag",,,,,,,,,256.06,,
3327,256.07,113,6,-0.1,2.13,,,,,,tag is 19cm W farther from tag,,,,,,,,,256.07,,
3493,256.08,113,6,-0.1,2.13,,,1.3,1.3,,12 cm NW,,,,,,,,,256.08,,
3494,256.09,113,6,-0.1,2.13,,,,,,12cm NW,,,,,,,,,256.09,,
3495,256.1,113,6,-0.1,2.13,,,,,,18cm SW,,,,,,,,,256.1,,
3496,256.11,113,6,-0.1,2.13,,,2,2.2,,21 WSW,,,,,,,,,256.11,,
3953,256.12,113,6,-0.1,2.13,,,1.8,1.8,,20cm NNW,,,,,,,,,256.12,,
3954,256.13,113,6,-0.1,2.13,,,1.9,1.3,,23cm NNW,,,,,,,,,256.13,,
1117,626,113,6,0.55,4.15,6.5,8.7,6,7.3,,"757, tag 12cm NW, tag 13 W",Dying,,,,,,,,626,0,0
3955,626.01,113,6,0.55,4.15,,,2.1,1.7,,"82cm E, in bunch grass",,,,,,,,,626.01,,
3956,626.02,113,6,0.55,4.15,,,2.1,2.2,,92 cm E,,,,,,,,,626.02,,
3027,93,113,6,0.05,4.75,0,0,0,0,,tag 10 cm SW,,,,,,,,,93,,
1118,204,113,6,0.21,4.9,,,,,,"756, half eaten",,,,,,,,,204,0,0
NEW,,113,6,,,,,,,,,,,,,,,,,,,
NEW,,113,6,,,,,,,,,,,,,,,,,,,
NEW,,113,6,,,,,,,,,,,,,,,,,,,
NEW,,113,6,,,,,,,,,,,,,,,,,,,
NEW,,113,6,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 7   Oil Pad,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
1290,233,114,7,0.19,1.75,,,,,,"biologic tag 760, half eaten, tag 4cm S",,,,,,,,,233,0,0
1289,234,114,7,0.26,2.3,,,,,,black thorns,,,,,,,,,234,0,0
2252,234.01,114,7,0.26,2.3,3.2,2.2,0,0,,"closest tag, 11 0'c, tag 7cm NW, tag 9N",,,,,,,,,234.01,0,0
2253,234.02,114,7,0.26,2.3,,,,,,"furthest from tag, 3 o'c, tag 12cm WSW",,,,,,,,,234.02,0,0
2668,234.03,114,7,0.26,2.3,,,,,,"6 o'c, tag 14cm NW, tag 17cm N",,,,,,,,,234.03,0,0
2855,234.04,114,7,0.26,2.3,,,,,,tag 23cm WSW,,,,,,,,,234.04,0,0
2856,234.05,114,7,0.26,2.3,0,0,0,0,,tag 18cm NNW,,,,,,,,,234.05,0,0
3028,234.06,114,7,0.26,2.3,,,,,,next to 234.05,,,,,,,,,234.06,,
3328,234.07,114,7,0.26,2.3,,,,,,tag is 12cm N,,,,,,,,,234.07,,
1288,686,114,7,-0.08,3.62,6.7,7,5.7,7.4,1,tag 10cm N,,,,,,,,,686,0,0
3957,686.01,114,7,-0.08,3.62,,,1.7,0.8,,tag 13cm N,,,,,,,,,686.01,,
2857,546,114,7,0.22,4.38,4.3,7.4,5.3,8.3,,tag 10 N,,,,,,,,,546,0,0
3329,546.01,114,7,0.22,4.38,3.1,1.4,2.2,2.2,,tag is 9cm W,,,,,,,,,546.01,,
NEW,,114,7,,,,,,,,,,,,,,,,,,,
NEW,,114,7,,,,,,,,,,,,,,,,,,,
NEW,,114,7,,,,,,,,,,,,,,,,,,,
NEW,,114,7,,,,,,,,,,,,,,,,,,,
NEW,,114,7,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 8   Oil Pad,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
1119,211,115,8,0.44,0.25,,,,,,,,,,,,,,,211,0,0
1120,249,115,8,0.2,1.42,,,,,,tag 15 N,,,,,,,,,249,0,0
1121,209,115,8,0.27,1.94,,,,,,"tag 9 E, 1 mini W",,,,,,,,,209,0,0
1122,228,115,8,0.65,3.55,,,,,,,,,,,,,,,228,0,0
3828,228.01,115,8,0.65,3.55,4,2.5,3.9,2.9,,tag 56 cm ESE,,,,,,,,,228.01,,
1123,268,115,8,0.05,4.9,4.9,4.1,0,0,,tag 18cm SE ; tag 22 cm NW,dead,,,,,,,,268,0,0
2861,541,115,8,0.44,6.1,,,,,,tag 10 N,,,,,,,,,541,0,0
1124,214,115,8,0.37,9.08,,,,,,"closest to tag, 753, tag 20cm W",,,,,,,,,214,0,0
1125,214.01,115,8,0.37,9.08,,,,,,SE,,,,,,,,,214.01,0,0
1126,214.02,115,8,0.37,9.08,,,,,,E,,,,,,,,,214.02,0,0
1127,214.03,115,8,0.37,9.08,,,,,,SE of .02,,,,,,,,,214.03,0,0
2858,214.04,115,8,0.37,9.08,,,,,,tag 27 NW,,,,,,,,,214.04,0,0
2859,214.05,115,8,0.37,9.08,4.7,1.9,2.7,1.3,,tag 29 NW,,,,,,,,,214.05,0,0
2860,214.06,115,8,0.37,9.08,3.7,3.1,0,0,,"tag 31 NW, tag 32 NNW",couldn't find,,,,,,,,214.06,0,0
3681,214.07,115,8,0.37,9.08,10.4,7.7,11.2,8.1,,tag 17 NW,,,,,,,,,214.07,,
NEW,,115,8,,,,,,,,,,,,,,,,,,,
NEW,,115,8,,,,,,,,,,,,,,,,,,,
NEW,,115,8,,,,,,,,,,,,,,,,,,,
NEW,,115,8,,,,,,,,,,,,,,,,,,,
NEW,,115,8,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 9   Oil Pad,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
Tag Id (ignore - for upload),Tag,MySQL Transect ID,Transect,X-coord(m),Y-coord(m),Height (cm),Width (cm),Height (cm),Width (cm),Minis,Individual Plant Location,Comments,Height (cm),Width (cm),Fl (1/0),Br (1/0),Minis,Photo Number,Comments,Tag,ScGl_transect_id_old,old_pond_transect_id
1132,243,116,9,0.27,1.43,,,,,,,,,,,,,,,243,0,0
1131,244,116,9,0.15,2.7,10.4,8,9.1,6.5,,tag 20 NE,,,,,,,,,244,0,0
2475,244.9,116,9,0.15,2.7,9,7,0,0,,"SE from primary, tag 22cm NE",,,,,,,,,244.9,0,0
1130,215,116,9,0.58,5.82,,,,,,,,,,,,,,,215,0,0
1129,628,116,9,0.62,8.98,,,,,,tag 10N,,,,,,,,,628,0,0
2254,628.01,116,9,0.62,8.98,2.5,2.1,0,0,,"23 cm SSE of tag, 25cm SSE, tag 27 cm NNW",,,,,,,,,628.01,0,0
2862,628.02,116,9,0.62,8.98,,,,,,"tag 23 NE, 22cm N",,,,,,,,,628.02,0,0
3029,628.03,116,9,0.62,8.98,,,,,,"tag 20 cm NNW, dead",,,,,,,,,628.03,,
3030,628.04,116,9,0.62,8.98,2.3,0.8,2.2,0.9,,tag 22 cm NW,,,,,,,,,628.04,,
3031,628.05,116,9,0.62,8.98,0,0,0,0,,tag 18 cm N,,,,,,,,,628.05,,
3032,628.06,116,9,0.62,8.98,,,,,,tag 11 cm N,,,,,,,,,628.06,,
3330,628.07,116,9,0.62,8.98,,,,,,tag 10cm SW,,,,,,,,,628.07,,
3331,628.08,116,9,0.62,8.98,,,,,,tag 23.5cm N,,,,,,,,,628.08,,
3332,628.09,116,9,0.62,8.98,0,0,2.6,1.2,,tag 25 cm NW,,,,,,,,,628.09,,
3829,628.1,116,9,0.62,8.98,2,0.9,3.3,2.3,,tag 26 cm N,,,,,,,,,628.1,,
1128,240,116,9,0.53,9.64,,,,,,,,,,,,,,,240,0,0
NEW,,116,9,,,,,,,,,,,,,,,,,,,
NEW,,116,9,,,,,,,,,,,,,,,,,,,
NEW,,116,9,,,,,,,,,,,,,,,,,,,
NEW,,116,9,,,,,,,,,,,,,,,,,,,
NEW,,116,9,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Transect 10   Oil Pad,,,,,,,,,,,,,,,,,,,,,,
"1=Yes, 0=No",Date:,,,,,,,,,,,,,,,,,,,,,
,,,,,,2022,,2023,,,,,2024,,,,,,,,,
